date,version,py_files,loc_src,max_file_lines,files_over_500,functions,max_func_lines,funcs_over_50,c901_over_10,ruff_debt,pyright_errors,vulture,refurb,docstring_cov,test_cov,min_file_cov
2026-06-25,1.3.0,34,2746,343,0,94,212,11,2,0,0,0,0,100.0,62.31,0.0
